400.11	98.63
400.33	100.00
400.54	111.45
400.75	101.44
400.97	88.14
401.18	86.87
401.39	101.81
401.60	100.57
401.82	86.99
402.03	86.95
402.24	100.39
402.46	95.65
402.67	87.13
402.88	85.61
403.10	99.30
403.31	98.85
403.52	82.84
403.73	82.58
403.95	91.14
404.16	91.50
404.37	80.98
404.58	83.34
404.80	91.83
405.01	88.75
405.22	85.25
405.44	86.25
405.65	98.42
405.86	96.88
406.07	87.40
406.29	86.79
406.50	97.25
406.71	94.48
406.92	88.73
407.14	88.61
407.35	100.86
407.56	99.63
407.77	91.65
407.99	92.72
408.20	105.60
408.41	104.23
408.63	94.05
408.84	95.40
409.05	106.42
409.26	103.98
409.48	97.41
409.69	102.07
409.90	110.34
410.11	106.77
410.33	95.71
410.54	94.62
410.75	108.31
410.96	104.93
411.17	93.43
411.39	90.44
411.60	105.03
411.81	105.58
412.02	93.52
412.24	92.24
412.45	104.15
412.66	100.86
412.87	94.01
413.09	92.76
413.30	102.46
413.51	98.60
413.72	90.11
413.93	84.92
414.15	87.67
414.36	91.65
414.57	81.63
414.78	81.12
415.00	92.35
415.21	87.28
415.42	79.23
415.63	81.20
415.84	91.34
416.06	84.04
416.27	74.02
416.48	73.63
416.69	82.82
416.90	85.70
417.12	79.77
417.33	73.12
417.54	82.82
417.75	79.75
417.96	71.95
418.18	72.01
418.39	85.61
418.60	88.90
418.81	78.92
419.02	81.35
419.24	90.95
419.45	93.35
419.66	87.73
419.87	91.40
420.08	103.45
420.30	103.72
420.51	97.91
420.72	97.87
420.93	108.35
421.14	110.77
421.35	97.56
421.57	95.30
421.78	110.32
421.99	110.75
422.20	108.41
422.41	112.70
422.63	137.70
422.84	138.01
423.05	128.73
423.26	128.81
423.47	138.99
423.68	141.27
423.90	134.35
424.11	138.05
424.32	146.40
424.53	149.15
424.74	145.54
424.95	149.46
425.16	163.76
425.38	170.18
425.59	167.11
425.80	169.69
426.01	182.60
426.22	177.96
426.43	170.12
426.65	173.08
426.86	184.22
427.07	178.13
427.28	173.02
427.49	186.42
427.70	203.53
427.91	210.06
428.13	207.72
428.34	210.14
428.55	222.14
428.76	228.14
428.97	222.08
429.18	227.58
429.39	246.85
429.60	249.56
429.82	242.15
430.03	250.46
430.24	266.06
430.45	269.34
430.66	275.21
430.87	282.33
431.08	296.21
431.29	298.91
431.51	290.68
431.72	293.27
431.93	296.97
432.14	299.88
432.35	291.86
432.56	292.31
432.77	307.45
432.98	308.68
433.20	301.60
433.41	307.25
433.62	320.20
433.83	318.96
434.04	313.55
434.25	317.14
434.46	325.69
434.67	328.71
434.88	326.78
435.09	325.96
435.31	333.96
435.52	332.14
435.73	326.21
435.94	333.21
436.15	344.20
436.36	344.98
436.57	335.61
436.78	338.11
436.99	347.69
437.20	348.25
437.41	339.65
437.63	340.82
437.84	345.91
438.05	341.00
438.26	330.02
438.47	325.53
438.68	334.60
438.89	328.34
439.10	315.99
439.31	311.80
439.52	319.68
439.73	320.54
439.94	308.74
440.15	307.08
440.36	311.14
440.58	309.03
440.79	299.32
441.00	295.18
441.21	299.73
441.42	300.47
441.63	287.50
441.84	288.39
442.05	289.27
442.26	289.45
442.47	282.35
442.68	283.63
442.89	297.42
443.10	295.69
443.31	289.76
443.52	291.49
443.73	300.58
443.94	297.74
444.15	286.17
444.36	290.44
444.58	301.50
444.79	305.50
445.00	301.56
445.21	303.57
445.42	318.82
445.63	321.96
445.84	314.04
446.05	315.41
446.26	322.99
446.47	327.32
446.68	320.95
446.89	323.46
447.10	335.42
447.31	337.00
447.52	331.42
447.73	334.77
447.94	346.61
448.15	352.70
448.36	351.08
448.57	356.35
448.78	371.81
448.99	372.65
449.20	365.65
449.41	365.44
449.62	377.90
449.83	380.51
450.04	377.02
450.25	384.12
450.46	399.57
450.67	410.10
450.88	410.74
451.09	418.90
451.30	431.61
451.51	438.42
451.72	433.58
451.93	440.61
452.14	450.42
452.35	461.44
452.56	457.20
452.77	465.01
452.98	483.48
453.19	490.95
453.40	493.78
453.61	499.94
453.82	518.08
454.03	525.98
454.24	526.27
454.45	534.54
454.66	550.26
454.87	560.29
455.08	558.41
455.29	567.48
455.50	585.56
455.71	598.49
455.92	593.89
456.13	603.12
456.34	616.85
456.55	630.54
456.76	621.86
456.97	630.52
457.18	643.53
457.39	652.68
457.60	647.86
457.80	653.91
458.01	674.07
458.22	680.74
458.43	679.87
458.64	686.56
458.85	702.55
459.06	706.71
459.27	700.44
459.48	702.53
459.69	712.73
459.90	708.25
460.11	700.42
460.32	706.10
460.53	713.51
460.74	721.63
460.95	711.50
461.16	718.68
461.37	729.10
461.58	732.22
461.78	720.83
461.99	720.49
462.20	731.01
462.41	724.42
462.62	716.26
462.83	716.01
463.04	723.32
463.25	722.25
463.46	714.49
463.67	716.38
463.88	726.99
464.09	727.85
464.30	726.11
464.51	723.28
464.71	730.31
464.92	728.78
465.13	716.56
465.34	718.74
465.55	717.34
465.76	714.25
465.97	700.89
466.18	697.19
466.39	704.64
466.60	697.73
466.81	686.46
467.01	685.84
467.22	693.07
467.43	686.28
467.64	674.05
467.85	669.43
468.06	672.16
468.27	663.97
468.48	648.87
468.69	638.69
468.90	647.65
469.10	644.33
469.31	631.34
469.52	623.09
469.73	623.28
469.94	623.40
470.15	607.93
470.36	603.35
470.57	605.20
470.77	598.61
470.98	585.41
471.19	582.58
471.40	582.75
471.61	572.69
471.82	562.06
472.03	557.50
472.24	560.91
472.44	558.32
472.65	548.35
472.86	546.65
473.07	556.72
473.28	550.61
473.49	539.69
473.70	539.51
473.91	550.42
474.11	550.05
474.32	540.51
474.53	544.60
474.74	570.02
474.95	572.12
475.16	565.77
475.37	565.24
475.57	573.35
475.78	574.97
475.99	570.17
476.20	570.15
476.41	582.19
476.62	582.91
476.82	575.67
477.03	578.76
477.24	590.28
477.45	589.95
477.66	584.80
477.87	586.52
478.07	599.86
478.28	603.84
478.49	599.14
478.70	604.74
478.91	610.76
479.12	600.50
479.32	598.08
479.53	605.48
479.74	620.67
479.95	625.74
480.16	624.44
480.37	634.03
480.57	652.31
480.78	654.76
480.99	654.82
481.20	660.85
481.41	672.71
481.61	680.02
481.82	680.73
482.03	690.17
482.24	699.35
482.45	707.04
482.66	703.29
482.86	712.38
483.07	726.70
483.28	737.64
483.49	737.83
483.70	745.09
483.90	758.74
484.11	768.12
484.32	770.95
484.53	779.48
484.74	789.50
484.94	796.97
485.15	796.25
485.36	804.75
485.57	820.53
